,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,MonthClaimed_int,DayOfWeekClaimed_int
474,Jan,2,Thursday,Chevrolet,Urban,Tuesday,Jan,4,Female,Single,21,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,2319,13,400,3,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,Collision,1,2
475,Jan,4,Sunday,Chevrolet,Urban,Tuesday,Jan,4,Male,Single,30,Third Party,Sedan - Collision,Sedan,more than 69000,0,2846,10,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Collision,1,2
476,Jan,3,Wednesday,Pontiac,Urban,Tuesday,Jan,4,Male,Married,60,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,3337,6,400,2,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,All Perils,1,2
477,Jan,3,Friday,Mazda,Urban,Tuesday,Jan,4,Female,Single,27,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3395,6,400,2,more than 30,more than 30,none,4 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,1,2
478,Jan,3,Friday,Toyota,Urban,Tuesday,Jan,4,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3438,9,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,1,2
479,Jan,4,Monday,Honda,Urban,Tuesday,Jan,4,Male,Married,46,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3460,4,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,1,2
480,Jan,4,Friday,Toyota,Urban,Tuesday,Jan,4,Male,Married,29,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,3639,8,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,All Perils,1,2
481,Jan,4,Tuesday,Mazda,Urban,Tuesday,Jan,4,Male,Single,45,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,3901,15,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,1,2
482,Jan,4,Sunday,Toyota,Urban,Tuesday,Jan,4,Male,Single,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,4638,10,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,1,2
483,Jan,4,Tuesday,Toyota,Urban,Tuesday,Jan,4,Male,Single,39,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5066,6,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1994,Collision,1,2
484,Jan,4,Monday,Accura,Urban,Tuesday,Jan,4,Male,Married,71,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,5101,10,500,2,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,more than 5,2 to 3 years,1 vehicle,1994,All Perils,1,2
485,Jan,4,Tuesday,Ford,Urban,Wednesday,Jan,4,Male,Married,42,Policy Holder,Utility - All Perils,Utility,more than 69000,0,35,12,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,1,3
486,Jan,3,Wednesday,Toyota,Urban,Wednesday,Jan,4,Male,Married,72,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,45,16,400,1,more than 30,more than 30,none,more than 7,over 65,No,No,External,none,no change,1 vehicle,1994,Collision,1,3
487,Jul,3,Sunday,Honda,Rural,Wednesday,Jan,4,Male,Married,21,Policy Holder,Sport - Collision,Sport,more than 69000,1,53,4,400,4,more than 30,more than 30,none,4 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,1,3
488,Nov,3,Monday,Pontiac,Urban,Wednesday,Jan,4,Male,Married,41,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,99,12,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,1,3
489,Jan,4,Tuesday,Honda,Urban,Wednesday,Jan,4,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,162,3,400,1,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Liability,1,3
490,Jan,4,Friday,Chevrolet,Urban,Wednesday,Jan,4,Female,Single,37,Third Party,Sedan - Liability,Sport,more than 69000,0,163,5,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,1,3
491,Jan,1,Monday,Pontiac,Urban,Wednesday,Jan,4,Female,Single,77,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,296,10,400,1,more than 30,more than 30,none,6 years,over 65,No,No,External,none,no change,1 vehicle,1994,All Perils,1,3
492,Jan,1,Tuesday,Honda,Urban,Wednesday,Jan,4,Male,Single,28,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,386,7,400,3,more than 30,more than 30,none,new,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,1,3
493,Jan,2,Sunday,Pontiac,Urban,Wednesday,Jan,4,Male,Married,71,Third Party,Sedan - Collision,Sedan,less than 20000,0,662,2,400,3,more than 30,more than 30,2 to 4,7 years,over 65,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,1,3
494,Jan,3,Tuesday,Toyota,Urban,Wednesday,Jan,4,Male,Single,35,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,676,5,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,1,3
495,Jan,4,Saturday,Toyota,Urban,Wednesday,Jan,4,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,768,4,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision,1,3
496,Jan,4,Sunday,Pontiac,Urban,Wednesday,Jan,4,Male,Married,39,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,790,11,400,2,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,1,3
497,Jan,4,Sunday,Mazda,Urban,Wednesday,Jan,4,Male,Married,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,797,6,400,4,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,1,3
498,Jan,3,Friday,Chevrolet,Urban,Wednesday,Jan,4,Male,Married,60,Policy Holder,Utility - All Perils,Utility,more than 69000,0,1662,14,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,1,3
499,Jan,3,Sunday,Mazda,Urban,Wednesday,Jan,4,Male,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,1692,12,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,1,3
500,Jan,4,Monday,Toyota,Urban,Wednesday,Jan,4,Male,Single,37,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1749,16,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,1,3
501,Jan,3,Friday,Pontiac,Urban,Wednesday,Jan,4,Male,Married,48,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1750,4,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability,1,3
502,Oct,4,Thursday,Toyota,Urban,Wednesday,Jan,4,Male,Married,44,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1762,4,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,Yes,No,External,more than 5,no change,1 vehicle,1994,Liability,1,3
503,Jan,4,Tuesday,Ford,Urban,Wednesday,Jan,4,Male,Married,35,Third Party,Sedan - Liability,Sport,40000 to 59000,0,1933,15,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1994,Liability,1,3
504,Jan,4,Sunday,Toyota,Urban,Wednesday,Jan,4,Male,Married,56,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,1938,15,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Liability,1,3
505,Jan,1,Thursday,Honda,Rural,Wednesday,Jan,4,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1947,5,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,1,3
506,Jan,3,Thursday,Pontiac,Urban,Wednesday,Jan,4,Male,Married,48,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,1971,8,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,1,3
507,Jan,4,Friday,Honda,Urban,Wednesday,Jan,4,Male,Single,67,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,2001,15,400,3,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,1,3
508,Jan,3,Tuesday,Pontiac,Urban,Wednesday,Jan,4,Male,Single,43,Third Party,Sedan - Liability,Sport,30000 to 39000,0,2216,16,400,3,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,1,3
509,Jan,3,Thursday,Mazda,Urban,Wednesday,Jan,4,Male,Married,35,Third Party,Sedan - Collision,Sedan,more than 69000,0,3394,6,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,1,3
510,Jan,4,Wednesday,Mazda,Urban,Wednesday,Jan,4,Male,Single,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3396,15,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability,1,3
511,Jan,3,Friday,Honda,Urban,Wednesday,Jan,4,Female,Single,24,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,3441,5,400,1,more than 30,more than 30,1,4 years,26 to 30,No,No,External,none,no change,1 vehicle,1994,All Perils,1,3
512,Dec,4,Tuesday,Pontiac,Urban,Wednesday,Jan,4,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,3572,9,400,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils,1,3
513,Jan,3,Wednesday,Toyota,Urban,Wednesday,Jan,4,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,3672,1,400,3,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision,1,3
514,Jan,1,Monday,Dodge,Urban,Wednesday,Jan,4,Male,Married,41,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,3677,5,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,1,3
515,Jan,4,Sunday,Honda,Urban,Wednesday,Jan,4,Male,Single,35,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,3705,1,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,1,3
516,Jan,4,Tuesday,Honda,Urban,Wednesday,Jan,4,Male,Married,34,Policy Holder,Sport - Collision,Sport,more than 69000,0,3902,6,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,1,3
517,Jan,4,Wednesday,Mazda,Urban,Wednesday,Jan,4,Male,Single,23,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,4516,10,400,2,more than 30,more than 30,more than 4,3 years,26 to 30,No,No,External,3 to 5,4 to 8 years,2 vehicles,1994,Liability,1,3
518,Jan,4,Tuesday,Pontiac,Urban,Wednesday,Jan,4,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,5076,12,400,4,more than 30,more than 30,2 to 4,7 years,31 to 35,Yes,Yes,External,more than 5,no change,1 vehicle,1994,All Perils,1,3
519,Jan,3,Thursday,Pontiac,Rural,Wednesday,Jan,4,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,5175,10,400,4,more than 30,more than 30,none,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,1,3
520,Jan,3,Thursday,Ford,Urban,Wednesday,Jan,4,Female,Married,54,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,5342,16,400,1,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,1,3
521,Jan,4,Tuesday,Toyota,Urban,Wednesday,Jan,4,Female,Single,29,Third Party,Sedan - Liability,Sport,20000 to 29000,0,5667,12,400,4,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,1,3
522,Jan,4,Friday,Toyota,Urban,Thursday,Jan,4,Male,Married,43,Third Party,Sedan - All Perils,Sedan,less than 20000,0,164,3,400,3,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,1,4
523,Jan,2,Thursday,Ford,Urban,Thursday,Jan,4,Male,Married,49,Policy Holder,Sedan - Liability,Sport,40000 to 59000,0,530,16,400,4,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability,1,4
524,Jan,4,Friday,Chevrolet,Urban,Thursday,Jan,4,Male,Single,28,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,737,14,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,1,4
525,Jan,4,Wednesday,Honda,Urban,Thursday,Jan,4,Male,Married,34,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,1744,9,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,4 to 8 years,2 vehicles,1994,Collision,1,4
526,Jan,4,Monday,Mazda,Urban,Thursday,Jan,4,Male,Single,18,Policy Holder,Sport - Collision,Sport,more than 69000,0,1747,6,400,1,more than 30,more than 30,none,5 years,21 to 25,No,No,External,none,no change,1 vehicle,1994,Collision,1,4
527,Jan,4,Saturday,Honda,Urban,Thursday,Jan,4,Male,Married,55,Policy Holder,Sport - Collision,Sport,more than 69000,0,1748,15,400,1,more than 30,more than 30,none,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision,1,4
528,Dec,2,Monday,Mazda,Urban,Thursday,Jan,4,Female,Married,54,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2550,14,400,1,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability,1,4
529,Sep,2,Tuesday,Pontiac,Urban,Friday,Jan,4,Male,Married,49,Policy Holder,Utility - Collision,Utility,40000 to 59000,0,62,6,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,Collision,1,5
530,Jan,3,Thursday,Mazda,Urban,Friday,Jan,4,Male,Single,37,Third Party,Sedan - Liability,Sport,20000 to 29000,0,82,6,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability,1,5
531,Dec,4,Tuesday,Pontiac,Urban,Friday,Jan,4,Male,Married,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,282,4,400,2,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability,1,5
532,Jan,4,Thursday,Honda,Urban,Friday,Jan,4,Male,Married,46,Third Party,Sedan - Liability,Sport,20000 to 29000,0,344,13,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,Liability,1,5
533,Jan,2,Tuesday,Honda,Urban,Friday,Jan,4,Male,Single,0,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,543,12,400,4,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils,1,5
534,Jan,2,Thursday,Honda,Urban,Friday,Jan,4,Male,Married,46,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,1627,8,400,4,more than 30,more than 30,more than 4,7 years,41 to 50,Yes,No,External,none,no change,1 vehicle,1994,All Perils,1,5
535,Dec,3,Wednesday,Saturn,Urban,Friday,Jan,4,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1691,3,400,2,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,1,5
536,Jan,4,Thursday,Mazda,Urban,Friday,Jan,4,Female,Single,29,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,1742,8,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,1,5
537,Jan,3,Wednesday,Ford,Urban,Friday,Jan,4,Male,Single,44,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,2003,9,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,Internal,3 to 5,1 year,1 vehicle,1994,Liability,1,5
538,Nov,5,Tuesday,Chevrolet,Urban,Friday,Jan,4,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,2012,1,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,1,5
539,Jan,4,Tuesday,Honda,Urban,Friday,Jan,4,Male,Married,51,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,2762,16,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability,1,5
540,Jan,3,Friday,Toyota,Urban,Friday,Jan,4,Female,Single,22,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3313,1,400,2,more than 30,more than 30,2 to 4,6 years,26 to 30,Yes,No,External,none,no change,1 vehicle,1994,Collision,1,5
541,Jan,3,Thursday,Dodge,Urban,Friday,Jan,4,Male,Married,49,Policy Holder,Sedan - Liability,Sport,more than 69000,0,3458,16,400,2,more than 30,more than 30,2 to 4,5 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,Liability,1,5
542,Jan,3,Thursday,Toyota,Urban,Friday,Jan,4,Male,Married,41,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,3459,1,400,3,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,1 year,1 vehicle,1994,Collision,1,5
543,Jan,3,Tuesday,Chevrolet,Urban,Friday,Jan,4,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,3613,3,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,4 to 8 years,2 vehicles,1994,Collision,1,5
544,Jan,3,Wednesday,Ford,Urban,Friday,Jan,4,Male,Married,39,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,0,3706,12,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Collision,1,5
545,Jan,4,Saturday,Pontiac,Urban,Friday,Jan,4,Male,Married,60,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,5015,12,400,4,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,none,no change,1 vehicle,1994,Collision,1,5
546,Jan,2,Wednesday,Honda,Urban,Friday,Jan,4,Male,Single,0,Third Party,Sedan - Collision,Sedan,more than 69000,0,5131,13,400,3,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Collision,1,5
547,Jan,3,Saturday,Honda,Urban,Friday,Jan,4,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,5255,15,400,2,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Collision,1,5
548,Jan,4,Friday,Honda,Urban,Friday,Jan,4,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,5316,8,400,3,more than 30,more than 30,more than 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,Collision,1,5
549,Jan,3,Thursday,Ford,Rural,Friday,Jan,4,Male,Single,60,Third Party,Sedan - Liability,Sport,40000 to 59000,0,5317,14,400,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Liability,1,5
550,Jan,3,Thursday,Toyota,Urban,Friday,Jan,4,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,5392,11,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,1,5
551,Dec,5,Thursday,Pontiac,Urban,Friday,Jan,4,Male,Married,38,Policy Holder,Utility - All Perils,Utility,40000 to 59000,0,5669,11,400,1,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,1,5
552,Jan,3,Monday,Pontiac,Urban,Saturday,Jan,4,Male,Married,54,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,239,7,400,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils,1,6
553,Jan,4,Sunday,Toyota,Urban,Sunday,Jan,4,Male,Single,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,5344,7,400,3,more than 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,1,7
554,Sep,4,Thursday,Chevrolet,Urban,Monday,Jan,5,Female,Single,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,73,5,400,3,15 to 30,more than 30,1,5 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Collision,1,1
555,Jan,4,Friday,Pontiac,Urban,Monday,Jan,5,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,100,10,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils,1,1
556,Jan,5,Saturday,Pontiac,Urban,Monday,Jan,5,Female,Married,35,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,102,10,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils,1,1
557,Jan,5,Saturday,Honda,Urban,Monday,Jan,5,Female,Single,33,Third Party,Sedan - Liability,Sport,20000 to 29000,0,155,8,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability,1,1
558,Dec,3,Tuesday,Pontiac,Urban,Monday,Jan,5,Male,Single,33,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,303,9,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Collision,1,1
559,Jan,3,Saturday,Toyota,Urban,Monday,Jan,5,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,less than 20000,1,618,8,400,3,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,Collision,1,1
